identifier,title,date,creator,description,call_number,rights,holder,files
cmv_001091,Fire Station 1 from Franklin Street,1955-05-01,Unknown,"Fire Station 1 and the Mountain View Fire Station Headquarters were located at Villa and Franklin Streets from 1953 to 1994. Town citizens voted on a bond issue to build the $90,000 station and headquarters. Station 1 was enlarged between late 1960 and early 1961. Mountain View, California.",phl f07 1,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001092,Fire Station 1 from Villa Street with addition,1960-01-01,Melgar Commercial Photographers,"Fire Station 1 and the Mountain View Fire Station Headquarters were located at Villa and Franklin Streets from 1953 to 1994. Town citizens voted on a bond issue to build the $90,000 station and headquarters. The bell in was brought from Oakland by Jacob Mockbee in 1905. Station 1 was enlarged between late 1960 and early 1961. Mountain View, California.",phl f07 2,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001093,Drill tower at Station 1,1955-01-01,Unknown,"A drill tower was located at Fire Station 1 at Villa and Franklin Streets. Mountain View, California.",phl f07 4,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001094,"Fire Station 2 at Cuesta Drive at Grant Road, with water tower",1959-01-01,Unknown,"Mountain View Fire Station 2 at 160 Cuesta Drive at Grant Road was built in 1959. The flagpole was donated by Lt. L.C. Brunton Post No. 2421, Veterans of Foreign Wars. The water tank was removed in 1988. The fire station was demolished in 2001 to make room for a new, larger facility. Mountain View, California.",phl f07 5,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001095,Fire Station 4 on North Whisman Road,1967-01-01,Unknown,"Fire Station 4 at 229 North Whisman Road was designed as three facilities in one: a fire station, a fire training station complete with a five-story drill tower, and an emergency operations center. The building was dedicated in 1968. Mountain View, California.",phl f07 6,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001096,200 block of View Street in flames,1946-01-01,Brandon Studio,"The area around Villa and View Streets had traditionally been Mountain View's Chinatown. Small Asian businesses such as Lung Yuen's general store (see PHL B19) and a few laundry establishments were centered in these blocks. On April 1, 1946, several of these buildings caught fire. The cause was never known, but it was suspected that a small stove exploded and started the eruption. Although these buildings had been condemned, over sixty people were evacuated as the fire spread. Fortunately no was hurt. The buildings were never repaired. Mountain View, California.",phl f11 1,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001097,Firemen with hoses and ladders putting out fire,1946-01-01,Brandon Studio,"The area around Villa and View Streets had traditionally been Mountain View's Chinatown. Small Asian businesses such as Lung Yuen's general store (see PHL B19) and a few laundry establishments were centered in these blocks. On April 1, 1946, several of these buildings caught fire. The cause was never known, but it was suspected that a small stove exploded and started the eruption. Although these buildings had been condemned, over sixty people were evacuated as the fire spread. Fortunately no was hurt. The buildings were never repaired. Mountain View, California.",phl f11 2,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001098,Firemen on ladders on View Street,1946-01-01,Brandon Studio,"The area around Villa and View Streets had traditionally been Mountain View's Chinatown. Small Asian businesses such as Lung Yuen's general store (see PHL B19) and a few laundry establishments were centered in these blocks. On April 1, 1946, several of these buildings caught fire. The cause was never known, but it was suspected that a small stove exploded and started the eruption. Although these buildings had been condemned, over sixty people were evacuated as the fire spread. Fortunately no was hurt. The buildings were never repaired. Mountain View, California.",phl f11 3,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001099,Firemen with hose controlling fire,1946-01-01,Brandon Studio,"The area around Villa and View Streets had traditionally been Mountain View's Chinatown. Small Asian businesses such as Lung Yuen's general store (see PHL B19) and a few laundry establishments were centered in these blocks. On April 1, 1946, several of these buildings caught fire. The cause was never known, but it was suspected that a small stove exploded and started the eruption. Although these buildings had been condemned, over sixty people were evacuated as the fire spread. Fortunately no was hurt. The buildings were never repaired. Mountain View, California.",phl f11 4,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001100,Roof afire on Villa Street,1946-01-01,Brandon Studio,"The area around Villa and View Streets had traditionally been Mountain View's Chinatown. Small Asian businesses such as Lung Yuen's general store (see PHL B19) and a few laundry establishments were centered in these blocks. On April 1, 1946, several of these buildings caught fire. The cause was never known, but it was suspected that a small stove exploded and started the eruption. Although these buildings had been condemned, over sixty people were evacuated as the fire spread. Fortunately no was hurt. The buildings were never repaired. Mountain View, California.",phl f11 5,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001101,Smoke rising from Villa Street building,1946-01-01,Brandon Studio,"The area around Villa and View Streets had traditionally been Mountain View's Chinatown. Small Asian businesses such as Lung Yuen's general store (see PHL B19) and a few laundry establishments were centered in these blocks. On April 1, 1946, several of these buildings caught fire. The cause was never known, but it was suspected that a small stove exploded and started the eruption. Although these buildings had been condemned, over sixty people were evacuated as the fire spread. Fortunately no was hurt. The buildings were never repaired. Mountain View, California.",phl f11 6,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001102,Stacks of charred canned goods,1942-01-01,The Camera Shop,"At 1:35 a.m. on January 5, 1942, the Richmond Chase cannery at 130 Bailey Avenue caught fire. Flames destroyed the frame shed filled with canned goods and $25,000 worth of sugar. Fire Chief Clarence Lawson summoned local firefighters as well as those from Moffett Field and Palo Alto to help contain the blaze. The facility, used only for storage and no longer for canning, had recently been repaired and painted. It was estimated that $40,000 in damage had been caused by the early morning fire. Mountain View, California.",phl f13 11,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001103,Fire-Ravaged Cannery,1942-01-01,The Camera Shop,"At 1:35 a.m. on January 5, 1942, the Richmond Chase cannery at 130 Bailey Avenue caught fire. Flames destroyed the frame shed filled with canned goods and $25,000 worth of sugar. Fire Chief Clarence Lawson summoned local firefighters as well as those from Moffett Field and Palo Alto to help contain the blaze. The facility, used only for storage and no longer for canning, had recently been repaired and painted. It was estimated that $40,000 in damage had been caused by the early morning fire. Mountain View, California.",phl f13 12,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001104,Baptist Church Fire,1946-01-01,Unknown,"Baptist Church Fire. Mountain View, California.",phl f13 2,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001105,Firemen with axes attack a burning roof,1942-01-01,The Camera Shop,"At 1:35 a.m. on January 5, 1942, the Richmond Chase cannery at 130 Bailey Avenue caught fire. Flames destroyed the frame shed filled with canned goods and $25,000 worth of sugar. Fire Chief Clarence Lawson summoned local firefighters as well as those from Moffett Field and Palo Alto to help contain the blaze. The facility, used only for storage and no longer for canning, had recently been repaired and painted. It was estimated that $40,000 in damage had been caused by the early morning fire. Mountain View, California.",phl f13 4,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001106,Burned cannery as seen from the railroad tracks,1942-01-01,The Camera Shop,"At 1:35 a.m. on January 5, 1942, the Richmond Chase cannery at 130 Bailey Avenue caught fire. Flames destroyed the frame shed filled with canned goods and $25,000 worth of sugar. Fire Chief Clarence Lawson summoned local firefighters as well as those from Moffett Field and Palo Alto to help contain the blaze. The facility, used only for storage and no longer for canning, had recently been repaired and painted. It was estimated that $40,000 in damage had been caused by the early morning fire. Mountain View, California.",phl f13 7,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001107,"Castro Street, 1955",1955-01-01,Unknown,"Castro Street. Mountain View, California.",,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001108,"Castro Street, 1955",1955-01-01,Unknown,"Castro Street. Mountain View, California.",,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001109,200 Block Castro,1959-01-01,"Guerrero, Frank","Castro Street. Mountain View, California.",,Copyright status unknown.,City of Mountain View Public Library,1
cmv_001110,"200 Block Castro, 1959",1959-01-01,"Guerrero, Frank","Lane's Creamery. Mountain View, California.",,Copyright status unknown.,City of Mountain View Public Library,1
